"Addendum FF -- ASC Device Offset Percentages for CY 2025                                                                                                     
 (For Covered Surgical Procedures and Surgical Procedures for Which Payment is Packaged)",,,,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.ÿ All Rights Reserved.ÿ Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.ÿ All Rights Reserved. ,,,,,,,,
0594T,,Osteot hum xtrnl lngth dev,J8,5114,21.29%,"$6,539.97",31.00%,"$2,027.39"
0596T,,Temp fml iu vlv-pmp 1st insj,R2,5372,0.31%,$588.51,0.00%,$0.00
0597T,,Temp fml iu valve-pmp rplcmt,R2,5372,0.31%,$588.51,0.00%,$0.00
0600T,,Ire abltj 1+tum organ perq,J8,5362,17.02%,"$9,120.23",52.71%,"$4,807.27"
0601T,,Ire abltj 1+tumors open,J8,5362,17.02%,"$9,120.23",57.00%,"$5,198.53"
0614T,,Rmvl&rplcmt ss impl dfb pg,J8,5231,68.19%,"$22,064.74",68.77%,"$15,173.92"
0619T,,Cysto w/prst8 commissurotomy,J8,5376,60.67%,"$8,903.60",39.97%,"$3,558.77"
0620T,,Evasc ven artlz tibl/prnl vn,J8,1579,,"$35,000.50",79.73%,"$27,905.90"
0621T,,Trabeculostomy interno laser,J8,5492,5.30%,"$3,901.30",31.00%,"$1,209.40"
0627T,,Perq njx algc fluor lmbr 1st,J8,5115,47.28%,"$12,356.39",81.31%,"$10,046.98"
0628T,,Perq njx algc fluor lmbr ea,N1,,,,,
0629T,,Perq njx algc ct lmbr 1st,J8,5115,47.28%,"$12,356.39",90.54%,"$11,187.48"
0630T,,Perq njx algc ct lmbr ea,N1,,,,,
0632T,,Perq tcat us abltj nrv p-art,J8,5194,58.14%,"$15,263.61",58.14%,"$8,874.26"
0644T,,Tcat rmvl/dblk icar mas perq,J8,5192,29.20%,"$4,898.45",57.67%,"$2,824.94"
0647T,,Insj gtube perq mag gastrpxy,G2,5302,12.40%,"$1,609.72",10.97%,$94.80
0651T,,Mag ctrld capsule endoscopy,J8,5301,2.84%,$937.70,44.91%,$421.12
0652T,,Egd flx transnasal dx br/wa,G2,5302,12.40%,"$1,609.72",19.36%,$167.30
0653T,,Egd flx transnasal bx 1/mlt,G2,5302,12.40%,"$1,609.72",0.00%,$0.00
0654T,,Egd flx transnasal tube/cath,G2,5303,21.45%,"$3,494.25",3.73%,$69.97
0655T,,Tprnl focal abltj mal prst8,G2,5375,8.60%,"$4,697.22",18.38%,$463.47
0660T,,Implt ant sgm io nbio rx sys,G2,5492,5.30%,"$3,901.30",0.00%,$0.00
0661T,,Rmvl&rimpltj ant sgm implt,G2,5492,5.30%,"$3,901.30",0.00%,$0.00
0671T,,Insj ant sgm aq drg dev 1+,J8,5493,34.99%,"$4,896.06",65.20%,"$3,192.23"
0673T,,Abltj b9 thyr ndul perq lasr,G2,5072,9.00%,"$1,319.37",3.43%,$24.29
0674T,,Laps insj nw/rpcmt prm isdss,J8,5465,83.61%,"$28,371.04",83.61%,"$23,721.03"
0675T,,Laps insj nw/rpcmt isdss 1ld,J8,5463,20.16%,"$12,465.09",31.00%,"$3,864.18"
0676T,,Laps insj nw/rpcmt isdss ea,N1,,,,,
0677T,,Laps repos lead isdss 1st ld,J8,5362,17.02%,"$9,120.23",31.00%,"$2,827.27"
0678T,,Laps repos lead isdss ea add,N1,,,,,
0679T,,Laps rmvl lead isdss,G2,5362,17.02%,"$9,120.23",0.00%,$0.00
0680T,,Insj/rplcmt pg only isdss,J8,5464,84.70%,"$21,352.52",84.70%,"$18,085.58"
0681T,,Rlcj pulse gen only isdss,G2,5461,19.30%,"$3,621.88",0.00%,$0.00
0682T,,Removal pulse gen only isdss,G2,5461,19.30%,"$3,621.88",0.00%,$0.00
0686T,,Histotripsy mal hepatcel tis,G2,1576,,"$17,500.50",0.00%,$0.00
0699T,,Njx pst chmbr eye medication,G2,5491,10.28%,"$2,262.01",0.00%,$0.00
0707T,,Njx b1 sub mtrl sbchdrl dfct,J8,5113,4.98%,"$2,941.66",51.91%,"$1,527.02"
0714T,,Tpla b9 prst8 hyprplsa<50ml,G2,5375,8.60%,"$4,697.22",8.46%,$213.33
0717T,,Adrc ther prtl rc tear,G2,5055,0.95%,"$3,646.09",0.00%,$0.00
0718T,,Adrc ther prtl rc tear njx,G2,5055,0.95%,"$3,646.09",0.00%,$0.00
0737T,,Xenograft impltj artclr surf,J8,5115,47.28%,"$12,356.39",47.28%,"$5,842.10"
0784T,,Ins/rplmt eltrd ra spi nstim,J8,5463,20.16%,"$12,465.09",31.00%,"$3,864.18"
0785T,,Revj/rmvl nea spi w/nstim,G2,5461,19.30%,"$3,621.88",0.00%,$0.00
0787T,,Revj/rmvl nea sac w/nstim,G2,5461,19.30%,"$3,621.88",0.00%,$0.00
0793T,,Prq tcat thrm ablt nrv p-art,J8,5194,58.14%,"$15,263.61",58.14%,"$8,874.26"
0797T,,Tcat ins 2chmbr ldls pm rv,J8,5224,65.24%,"$15,984.77",65.24%,"$10,428.46"
0800T,,Tcat rmvl 2chmbr ldls pm rv,J8,5183,18.94%,"$2,959.41",31.00%,$917.42
0803T,,Tcat rmv&rpl2chmb ldls pm rv,J8,5224,65.24%,"$15,984.77",65.24%,"$10,428.46"
0810T,,Subrta njx rx agt w/vtrc,G2,1563,,"$4,250.50",0.00%,$0.00
0813T,,Egd vol adjmt bariatric balo,G2,5301,2.84%,$937.70,0.00%,$0.00
0816T,,Opn insj/rplcmt ins ptn subq,J8,5464,84.70%,"$21,352.52",84.70%,"$18,085.58"
0817T,,Opn insj/rplcmt ins ptn subf,J8,5464,84.70%,"$21,352.52",84.70%,"$18,085.58"
0818T,,Revj/rmvl ins ptn subq,G2,5461,19.30%,"$3,621.88",0.00%,$0.00
0819T,,Revj/rmvl ins ptn subf,G2,5461,19.30%,"$3,621.88",0.00%,$0.00
0864T, *,Low ntsty eswt corpus cvrnsm,R2,5371,2.54%,$243.47,0.00%,$0.00
0867T,,Tpla b9 prst8 hyprplsa>=50ml,G2,5375,8.60%,"$4,697.22",0.00%,$0.00
0869T,,Njx b1 sub mtrl hw fixj aug,J8,5113,4.98%,"$2,941.66",31.00%,$911.91
0884T,,Esphgsc flx 1st tndsc dilat,J8,5331,42.87%,"$5,037.49",42.87%,"$2,159.57"
0885T,,Colsc flx 1st tndsc dilat,J8,5331,42.87%,"$5,037.49",42.87%,"$2,159.57"
0886T,,Sgmdsc flx 1st tndsc dilat,J8,5331,42.87%,"$5,037.49",42.87%,"$2,159.57"
0888T,,Histotripsy mal renal tissue,G2,1576,,"$17,500.50",0.00%,$0.00
0913T,,Prq tcat ther rx ntrac balo1,J8,5192,29.20%,"$4,898.45",31.00%,"$1,518.52"
0914T,,Prq tcat thr rx ntrc bal sep,N1,,,,,
0915T,,Insj perm ccm-d sys pg&eltrd,J8,5232,72.06%,"$28,859.65",72.06%,"$20,796.26"
0916T,,Insj perm ccm-d sys pg only,J8,5231,68.19%,"$22,064.74",68.19%,"$15,045.95"
0917T,,Insj perm ccm-d sys 1 lead,J8,5222,69.83%,"$8,134.01",69.83%,"$5,679.98"
0918T,,Insj perm ccm-d sys dual ld,J8,5222,69.83%,"$8,134.01",69.83%,"$5,679.98"
0919T,,Rmvl perm ccm-d sys pg only,G2,5221,21.22%,"$3,639.58",0.00%,$0.00
0920T,,Rmvl perm ccm-d sys 1 pac ld,G2,5221,21.22%,"$3,639.58",0.00%,$0.00
0921T,,Rmvl perm ccm-d sys 1 dfb ld,G2,5221,21.22%,"$3,639.58",0.00%,$0.00
0922T,,Rmvl perm ccm-d sys dual ld,G2,5221,21.22%,"$3,639.58",0.00%,$0.00
0923T,,Rmvl&rplcmt perm ccm-d pg,J8,5231,68.19%,"$22,064.74",68.19%,"$15,045.95"
0924T,,Rpos prv ccm-d trnsvns eltrd,G2,5181,3.32%,$619.02,0.00%,$0.00
0925T,,Rlcj skin pocket ccm-d pg,G2,5054,0.23%,"$1,827.57",0.00%,$0.00
0933T,,Tcat impl wrls l atr prs snr,J8,5191,13.84%,"$3,084.25",31.00%,$956.12
10004,,Fna bx w/o img gdn ea addl,N1,,,,,
10005,,Fna bx w/us gdn 1st les,G2,5071,9.38%,$703.39,0.15%,$0.57
10006,,Fna bx w/us gdn ea addl,N1,,,,,
10007,,Fna bx w/fluor gdn 1st les,P3,5071,9.38%,$703.39,2.98%,$6.80
10008,,Fna bx w/fluor gdn ea addl,N1,,,,,
10009,,Fna bx w/ct gdn 1st les,G2,5071,9.38%,$703.39,0.95%,$3.59
10010,,Fna bx w/ct gdn ea addl,N1,,,,,
10011,,Fna bx w/mr gdn 1st les,R2,5071,9.38%,$703.39,0.00%,$0.00
10012,,Fna bx w/mr gdn ea addl,N1,,,,,
10021,,Fna bx w/o img gdn 1st les,P3,5052,0.04%,$399.36,0.03%,$0.02
10030,,Img gid flu coll drg sft tis,G2,5071,9.38%,$703.39,14.75%,$55.70
10035,,Plmt sft tiss loclzj dev 1st,N1,,,,,
10036,,Plmt sft tiss loclzj dev ea,N1,,,,,
10040,,Acne surgery,N1,,,,,
10060,,I&d abscess simple/single,P3,5051,0.01%,$198.89,0.03%,$0.02
10061,,I&d abscess comp/multiple,P3,5052,0.04%,$399.36,0.16%,$0.19
10080,,I&d pilonidal cyst simple,P3,5071,9.38%,$703.39,0.01%,$0.02
10081,,I&d pilonidal cyst comp,P3,5071,9.38%,$703.39,0.34%,$0.79
10120,,Inc&rmvl fb subq tiss smpl,P3,5052,0.04%,$399.36,0.03%,$0.03
10121,,Inc&rmvl fb subq tiss comp,A2,5072,9.00%,"$1,319.37",0.13%,$0.92
10140,,I&d hmtma seroma/fluid collj,P3,5072,9.00%,"$1,319.37",1.66%,$1.77
10160,,Pnxr aspir absc hmtma bulla,P3,5052,0.04%,$399.36,2.69%,$2.18
10180,,I&d complex po wound infctj,A2,5073,1.59%,"$2,238.89",1.92%,$23.08
11000,,Dbrdmt ecz/infected skin<10%,P3,5053,0.06%,$611.55,0.93%,$0.34
11001,,Dbrdmt ecz/infct skn ea addl,N1,,,,,
11010,,Debride skin at fx site,A2,5071,9.38%,$703.39,0.02%,$0.08
11011,,Debride skin musc at fx site,A2,5071,9.38%,$703.39,9.42%,$35.57
11012,,Deb skin bone at fx site,A2,5073,1.59%,"$2,238.89",1.44%,$17.31
11042,,Dbrdmt subq tis 1st 20sqcm/<,A2,5052,0.04%,$399.36,0.01%,$0.02
11043,,Dbrdmt musc&/fsca 1st 20/<,A2,5053,0.06%,$611.55,0.07%,$0.23
11044,,Dbrdmt bone 1st 20 sq cm/<,A2,5072,9.00%,"$1,319.37",0.30%,$2.12
11045,,Dbrdmt subq tiss each addl,N1,,,,,
11046,,Dbrdmt musc&/fsca ea addl,N1,,,,,
11047,,Dbrdmt bone each addl,N1,,,,,
11055,,Paring/cutg b9 hyprker les 1,N1,,,,,
11056,,Parng/cutg b9 hyprkr les 2-4,N1,,,,,
11057,,Parng/cutg b9 hyprkr les >4,P3,5051,0.01%,$198.89,0.00%,$0.00
11102,,Tangntl bx skin single les,P3,5051,0.01%,$198.89,0.00%,$0.00
11103,,Tangntl bx skin ea sep/addl,N1,,,,,
11104,,Punch bx skin single lesion,P3,5052,0.04%,$399.36,0.03%,$0.03
11105,,Punch bx skin ea sep/addl,N1,,,,,
11106,,Incal bx skn single les,P3,5053,0.06%,$611.55,0.04%,$0.04
11107,,Incal bx skn ea sep/addl,N1,,,,,
11200,,Rmvl skin tags up to&inc 15,N1,,,,,
11201,,Rmvl skin tags ea addl 10,N1,,,,,
11300,,Shave skin lesion 0.5 cm/<,N1,,,,,
11301,,Shave skin lesion 0.6-1.0 cm,N1,,,,,
11302,,Shave skin lesion 1.1-2.0 cm,N1,,,,,
11303,,Shave skin lesion >2.0 cm,N1,,,,,
11305,,Shave skin lesion 0.5 cm/<,N1,,,,,
11306,,Shave skin lesion 0.6-1.0 cm,N1,,,,,
11307,,Shave skin lesion 1.1-2.0 cm,P3,5051,0.01%,$198.89,0.00%,$0.00
11308,,Shave skin lesion >2.0 cm,N1,,,,,
11310,,Shave skin lesion 0.5 cm/<,P3,5051,0.01%,$198.89,0.00%,$0.00
11311,,Shave skin lesion 0.6-1.0 cm,P3,5051,0.01%,$198.89,0.00%,$0.00
11312,,Shave skin lesion 1.1-2.0 cm,P3,5052,0.04%,$399.36,0.00%,$0.00
11313,,Shave skin lesion >2.0 cm,P3,5052,0.04%,$399.36,0.00%,$0.00
11400,,Exc tr-ext b9+marg 0.5 cm<,P3,5071,9.38%,$703.39,0.21%,$0.19
11401,,Exc tr-ext b9+marg 0.6-1 cm,P3,5052,0.04%,$399.36,0.02%,$0.02
11402,,Exc tr-ext b9+marg 1.1-2 cm,P3,5071,9.38%,$703.39,0.05%,$0.06
11403,,Exc tr-ext b9+marg 2.1-3cm,P3,5071,9.38%,$703.39,0.09%,$0.11
11404,,Exc tr-ext b9+marg 3.1-4 cm,A2,5072,9.00%,"$1,319.37",0.09%,$0.64
11406,,Exc tr-ext b9+marg >4.0 cm,A2,5072,9.00%,"$1,319.37",0.06%,$0.42
11420,,Exc h-f-nk-sp b9+marg 0.5/<,P3,5072,9.00%,"$1,319.37",0.48%,$0.41
11421,,Exc h-f-nk-sp b9+marg 0.6-1,P3,5071,9.38%,$703.39,0.11%,$0.11
11422,,Exc h-f-nk-sp b9+marg 1.1-2,P3,5072,9.00%,"$1,319.37",0.03%,$0.03
11423,,Exc h-f-nk-sp b9+marg 2.1-3,P3,5072,9.00%,"$1,319.37",0.26%,$0.33
11424,,Exc h-f-nk-sp b9+marg 3.1-4,A2,5072,9.00%,"$1,319.37",0.10%,$0.71
11426,,Exc h-f-nk-sp b9+marg >4 cm,A2,5073,1.59%,"$2,238.89",0.33%,$3.97
11440,,Exc face-mm b9+marg 0.5 cm/<,P3,5071,9.38%,$703.39,0.07%,$0.07
11441,,Exc face-mm b9+marg 0.6-1 cm,P3,5071,9.38%,$703.39,0.00%,$0.00
11442,,Exc face-mm b9+marg 1.1-2 cm,P3,5071,9.38%,$703.39,0.03%,$0.04
11443,,Exc face-mm b9+marg 2.1-3 cm,P3,5072,9.00%,"$1,319.37",0.04%,$0.05
11444,,Exc face-mm b9+marg 3.1-4 cm,A2,5072,9.00%,"$1,319.37",0.00%,$0.00
11446,,Exc face-mm b9+marg >4 cm,A2,5073,1.59%,"$2,238.89",0.02%,$0.24
11450,,Exc skn hdrdnt ax smpl/ntrm,A2,5073,1.59%,"$2,238.89",2.11%,$25.36
11451,,Exc skn hdrdnt ax complex,A2,5073,1.59%,"$2,238.89",0.00%,$0.00
11462,,Exc skn hdrdnt ing smpl/ntrm,A2,5073,1.59%,"$2,238.89",1.28%,$15.38
11463,,Exc skn hdrdnt ing complex,A2,5073,1.59%,"$2,238.89",0.00%,$0.00
11470,,Exc skn h/p/p/u smpl/ntrm,A2,5073,1.59%,"$2,238.89",0.00%,$0.00
11471,,Exc skn h/p/p/u complex,A2,5073,1.59%,"$2,238.89",0.00%,$0.00
11600,,Exc tr-ext mal+marg 0.5 cm/<,P3,5071,9.38%,$703.39,0.29%,$0.38
11601,,Exc tr-ext mal+marg 0.6-1 cm,P3,5071,9.38%,$703.39,0.00%,$0.00
11602,,Exc tr-ext mal+marg 1.1-2 cm,P3,5052,0.04%,$399.36,0.00%,$0.00
11603,,Exc tr-ext mal+marg 2.1-3 cm,P3,5071,9.38%,$703.39,0.02%,$0.03
11604,,Exc tr-ext mal+marg 3.1-4 cm,A2,5071,9.38%,$703.39,0.17%,$0.64
11606,,Exc tr-ext mal+marg >4 cm,A2,5072,9.00%,"$1,319.37",0.18%,$1.27
11620,,Exc h-f-nk-sp mal+marg 0.5/<,P3,5072,9.00%,"$1,319.37",0.00%,$0.00
11621,,Exc s/n/h/f/g mal+mrg 0.6-1,P3,5071,9.38%,$703.39,0.03%,$0.04
11622,,Exc s/n/h/f/g mal+mrg 1.1-2,P3,5071,9.38%,$703.39,0.00%,$0.00
11623,,Exc s/n/h/f/g mal+mrg 2.1-3,P3,5072,9.00%,"$1,319.37",0.00%,$0.00
11624,,Exc s/n/h/f/g mal+mrg 3.1-4,A2,5072,9.00%,"$1,319.37",0.28%,$1.98
11626,,Exc s/n/h/f/g mal+mrg >4 cm,A2,5073,1.59%,"$2,238.89",0.02%,$0.24
11640,,Exc f/e/e/n/l mal+mrg 0.5cm<,P3,5071,9.38%,$703.39,0.07%,$0.10
11641,,Exc f/e/e/n/l mal+mrg 0.6-1,P3,5071,9.38%,$703.39,0.05%,$0.08
11642,,Exc f/e/e/n/l mal+mrg 1.1-2,P3,5071,9.38%,$703.39,0.07%,$0.12
11643,,Exc f/e/e/n/l mal+mrg 2.1-3,P3,5072,9.00%,"$1,319.37",0.19%,$0.34
11644,,Exc f/e/e/n/l mal+mrg 3.1-4,A2,5072,9.00%,"$1,319.37",0.02%,$0.14
11646,,Exc f/e/e/n/l mal+mrg >4 cm,A2,5073,1.59%,"$2,238.89",0.33%,$3.97
11719,,Trim nail(s) any number,N1,,,,,
11720,,Debride nail 1-5,N1,,,,,
11721,,Debride nail 6 or more,N1,,,,,
11730,,Removal of nail plate,N1,,,,,
11732,,Remove nail plate add-on,N1,,,,,
11740,,Drain blood from under nail,N1,,,,,
11750,,Removal of nail bed,P3,5052,0.04%,$399.36,0.01%,$0.01
11755,,Biopsy nail unit,P3,5071,9.38%,$703.39,0.00%,$0.00
11760,,Repair of nail bed,P3,5053,0.06%,$611.55,0.28%,$0.34
11762,,Reconstruction of nail bed,P3,5054,0.23%,"$1,827.57",1.76%,$3.07
11765,,Excision of nail fold toe,N1,,,,,
11770,,Remove pilonidal cyst simple,A2,5073,1.59%,"$2,238.89",0.57%,$6.85
11771,,Remove pilonidal cyst exten,A2,5073,1.59%,"$2,238.89",0.01%,$0.12
11772,,Remove pilonidal cyst compl,A2,5073,1.59%,"$2,238.89",0.38%,$4.57
11900,,Inject skin lesions </w 7,N1,,,,,
11901,,Inject skin lesions >7,N1,,,,,
11920,,Correct skin color 6.0 cm/<,P3,5053,0.06%,$611.55,0.00%,$0.00
11921,,Correct skn color 6.1-20.0cm,P3,5053,0.06%,$611.55,0.00%,$0.00
11922,,Correct skin color ea 20.0cm,N1,,,,,
11950,,Tx contour defects 1 cc/<,P3,5051,0.01%,$198.89,5.11%,$2.46
11951,,Tx contour defects 1.1-5.0cc,P3,5053,0.06%,$611.55,21.74%,$13.36
11952,,Tx contour defects 5.1-10cc,P3,5053,0.06%,$611.55,0.00%,$0.00
11954,,Tx contour defects >10.0 cc,P3,5053,0.06%,$611.55,0.00%,$0.00
11960,,Insert tissue expander(s),A2,5055,0.95%,"$3,646.09",22.32%,$436.88
11970,,Rplcmt tiss xpndr perm implt,G2,5114,21.29%,"$6,539.97",26.60%,$933.88
11971,,Rmvl tis xpndr wo insj implt,A2,5073,1.59%,"$2,238.89",2.22%,$26.68
11976,,Remove contraceptive capsule,P3,5071,9.38%,$703.39,0.00%,$0.00
11980,,Implant hormone pellet(s),N1,,,,,
11981,,Insertion drug dlvr implant,N1,,,,,
11982,,Remove drug implant device,N1,,,,,
11983,,Remove/insert drug implant,N1,,,,,
12001,,Rpr s/n/ax/gen/trnk 2.5cm/<,N1,,,,,
12002,,Rpr s/n/ax/gen/trnk2.6-7.5cm,N1,,,,,
12004,,Rpr s/n/ax/gen/trk7.6-12.5cm,N1,,,,,
12005,,Rpr s/n/a/gen/trk12.6-20.0cm,A2,5052,0.04%,$399.36,0.00%,$0.00
12006,,Rpr s/n/a/gen/trk20.1-30.0cm,A2,5052,0.04%,$399.36,0.00%,$0.00
12007,,Rpr s/n/ax/gen/trnk >30.0 cm,A2,5051,0.01%,$198.89,0.00%,$0.00
12011,,Rpr f/e/e/n/l/m 2.5 cm/<,N1,,,,,
12013,,Rpr f/e/e/n/l/m 2.6-5.0 cm,N1,,,,,
12014,,Rpr f/e/e/n/l/m 5.1-7.5 cm,N1,,,,,
